,Rotation,Emphasis,Block,Trial,Aim_Errors
94,Sudden,Speed,1,94,0.9456460410730814
95,Sudden,Speed,1,95,0.9706222619108839
96,Sudden,Speed,1,96,0.9964462087679554
97,Sudden,Speed,1,97,
98,Sudden,Speed,1,98,
99,Sudden,Speed,1,99,
100,Sudden,Speed,1,100,
101,Sudden,Speed,1,101,
102,Sudden,Speed,1,102,
103,Sudden,Speed,1,103,
104,Sudden,Speed,1,104,
105,Sudden,Speed,1,105,
106,Sudden,Speed,1,106,
107,Sudden,Speed,1,107,
108,Sudden,Speed,1,108,
109,Sudden,Speed,1,109,
110,Sudden,Speed,1,110,
111,Sudden,Speed,1,111,
112,Sudden,Speed,1,112,
113,Sudden,Speed,1,113,
114,Sudden,Speed,1,114,1.134809823153327
115,Sudden,Speed,1,115,0.9540251052577169
116,Sudden,Speed,1,116,0.8069819992481149
117,Sudden,Speed,1,117,0.7472912150511881
118,Sudden,Speed,1,118,0.778322353854536
119,Sudden,Speed,1,119,0.8696205902290681
120,Sudden,Speed,1,120,0.9828832670530666
121,Sudden,Speed,1,121,1.0877088686417107
122,Sudden,Speed,1,122,1.1644216323433751
123,Sudden,Speed,1,123,1.2025780041998972
124,Sudden,Speed,1,124,1.202649511001751
125,Sudden,Speed,1,125,1.1778363725736996
126,Sudden,Speed,1,126,1.1481267659798058
127,Sudden,Speed,1,127,1.1296742437122056
128,Sudden,Speed,2,128,1.0451300763907259
129,Sudden,Speed,2,129,0.9969664744949981
130,Sudden,Speed,2,130,0.9336958415986918
131,Sudden,Speed,2,131,0.8923643294281647
132,Sudden,Speed,2,132,0.8853266018429837
133,Sudden,Speed,2,133,0.8990721537082327
134,Sudden,Speed,2,134,0.9144323618917991
135,Sudden,Speed,2,135,0.9197765662311025
136,Sudden,Speed,2,136,0.9070937041444156
137,Sudden,Speed,2,137,0.872660031659062
138,Sudden,Speed,2,138,0.8289073791934634
139,Sudden,Speed,2,139,0.8044161566751971
140,Sudden,Speed,2,140,0.822603640583407
141,Sudden,Speed,2,141,0.8848123182012441
142,Sudden,Speed,2,142,0.9772909035753465
143,Sudden,Speed,2,143,1.0883828944225418
144,Sudden,Speed,2,144,1.2106495587969484
145,Sudden,Speed,2,145,1.3228462398134004
146,Sudden,Speed,2,146,1.3789272140664361
147,Sudden,Speed,2,147,1.3317950578051507
148,Sudden,Speed,2,148,1.1771435612318826
149,Sudden,Speed,2,149,0.9717526151843243
150,Sudden,Speed,2,150,0.8040760781123135
151,Sudden,Speed,2,151,0.7425339541488135
152,Sudden,Speed,2,152,0.797761281694312
153,Sudden,Speed,2,153,0.9185180824513959
154,Sudden,Speed,2,154,1.0254147333149775
155,Sudden,Speed,2,155,1.067578686105255
156,Sudden,Speed,2,156,1.0575629010397127
157,Sudden,Speed,2,157,1.0522091608635058
158,Sudden,Speed,2,158,1.0943484183049743
159,Sudden,Speed,2,159,1.1669571964716394
160,Sudden,Speed,2,160,1.2069373852316754
161,Sudden,Speed,2,161,1.172378576023657
162,Sudden,Speed,2,162,1.090374287845787
163,Sudden,Speed,2,163,1.023055057872042
164,Sudden,Speed,2,164,0.9908513311771368
165,Sudden,Speed,2,165,0.9519578214034952
166,Sudden,Speed,2,166,0.8654660978477344
167,Sudden,Speed,2,167,0.755960990615202
168,Sudden,Speed,2,168,0.700641519943719
169,Sudden,Speed,2,169,0.7613103294618206
170,Sudden,Speed,2,170,0.9360416047702332
171,Sudden,Speed,2,171,1.1615412815736268
172,Sudden,Speed,2,172,1.349733460429814
173,Sudden,Speed,2,173,1.435414887279557
174,Sudden,Speed,2,174,1.4098472493050522
175,Sudden,Speed,2,175,1.3185942144515863
176,Sudden,Speed,2,176,1.2265791695250068
177,Sudden,Speed,2,177,1.1754864535881429
178,Sudden,Speed,2,178,1.1590999186818587
179,Sudden,Speed,2,179,1.1361619270820922
180,Sudden,Speed,2,180,1.073147040977914
181,Sudden,Speed,2,181,0.9725641328592318
182,Sudden,Speed,2,182,0.8623387756066383
183,Sudden,Speed,2,183,0.77530422895091
184,Sudden,Speed,2,184,0.7396869677148605
185,Sudden,Speed,2,185,0.7664593444543193
186,Sudden,Speed,2,186,0.837938510461481
187,Sudden,Speed,2,187,0.9229173011623635
188,Sudden,Speed,2,188,1.004605054176241
189,Sudden,Speed,2,189,1.0816887784766849
190,Sudden,Speed,2,190,1.1486535824655815
191,Sudden,Speed,2,191,1.1893417148009
192,Sudden,Speed,3,192,1.1092389768765134
193,Sudden,Speed,3,193,1.1393171368261703
194,Sudden,Speed,3,194,1.1562677388058678
195,Sudden,Speed,3,195,1.1282394024015907
196,Sudden,Speed,3,196,1.0678166451327753
197,Sudden,Speed,3,197,1.010571373880093
198,Sudden,Speed,3,198,0.9858016935167856
199,Sudden,Speed,3,199,1.006983808954507
200,Sudden,Speed,3,200,1.0625389990639307
201,Sudden,Speed,3,201,1.111707024881518
202,Sudden,Speed,3,202,1.1146891980766456
203,Sudden,Speed,3,203,1.072606776228523
204,Sudden,Speed,3,204,1.022801514551569
205,Sudden,Speed,3,205,0.9958203265499886
206,Sudden,Speed,3,206,0.9902508448729193
207,Sudden,Speed,3,207,0.9845284932483525
208,Sudden,Speed,3,208,0.9601956273394003
209,Sudden,Speed,3,209,0.91321867101379
210,Sudden,Speed,3,210,0.8522662464559488
211,Sudden,Speed,3,211,0.7961774108066677
212,Sudden,Speed,3,212,0.7689791604029641
213,Sudden,Speed,3,213,0.7859745682857289
214,Sudden,Speed,3,214,0.8438401425359664
215,Sudden,Speed,3,215,0.9299037036633726
216,Sudden,Speed,3,216,1.03268201412762
217,Sudden,Speed,3,217,1.133409692849391
218,Sudden,Speed,3,218,1.2012328177765221
219,Sudden,Speed,3,219,1.2179391150039038
220,Sudden,Speed,3,220,1.2057549248338724
221,Sudden,Speed,3,221,1.2115603083289144
222,Sudden,Speed,3,222,1.2536322815392384
223,Sudden,Speed,3,223,1.2928189402061325
224,Sudden,Speed,3,224,1.270924513667064
225,Sudden,Speed,3,225,1.1774091489901766
226,Sudden,Speed,3,226,1.066097837243917
227,Sudden,Speed,3,227,1.001207787755205
228,Sudden,Speed,3,228,0.9979610168861115
229,Sudden,Speed,3,229,1.0272917196093052
230,Sudden,Speed,3,230,1.0638938936018196
231,Sudden,Speed,3,231,1.103351883602945
232,Sudden,Speed,3,232,1.1359991261313964
233,Sudden,Speed,3,233,1.139688424268921
234,Sudden,Speed,3,234,1.1083538645788082
235,Sudden,Speed,3,235,1.0631347565282032
236,Sudden,Speed,3,236,1.0256645116635434
237,Sudden,Speed,3,237,0.9993368309993502
238,Sudden,Speed,3,238,0.9827549310950712
239,Sudden,Speed,3,239,0.985956174482559
240,Sudden,Speed,3,240,1.0204347023334148
241,Sudden,Speed,3,241,1.073853629369244
242,Sudden,Speed,3,242,1.1040911320370626
243,Sudden,Speed,3,243,1.073306120150471
244,Sudden,Speed,3,244,0.9915308731324772
245,Sudden,Speed,3,245,0.9157478907400861
246,Sudden,Speed,3,246,0.9015239287834089
247,Sudden,Speed,3,247,0.963192913941267
248,Sudden,Speed,3,248,1.0749586941086284
249,Sudden,Speed,3,249,1.1887355776767996
250,Sudden,Speed,3,250,1.2498095273477634
251,Sudden,Speed,3,251,1.2230660760446197
252,Sudden,Speed,3,252,1.1202601607146896
253,Sudden,Speed,3,253,0.9947073350265065
254,Sudden,Speed,3,254,0.8997884191503724
255,Sudden,Speed,3,255,0.8549371590223627
256,Sudden,Speed,4,256,0.684740078162666
257,Sudden,Speed,4,257,0.730187272127534
258,Sudden,Speed,4,258,0.7931039766955942
259,Sudden,Speed,4,259,0.8523091555782557
260,Sudden,Speed,4,260,0.9185354258164655
261,Sudden,Speed,4,261,1.012100804381876
262,Sudden,Speed,4,262,1.121405026642353
263,Sudden,Speed,4,263,1.202946288842844
264,Sudden,Speed,4,264,1.2220457180961086
265,Sudden,Speed,4,265,1.1778001094825548
266,Sudden,Speed,4,266,1.0977168145370195
267,Sudden,Speed,4,267,1.0234011464548025
268,Sudden,Speed,4,268,0.9871414208852229
269,Sudden,Speed,4,269,0.9818858999285476
270,Sudden,Speed,4,270,0.9580859576912641
271,Sudden,Speed,4,271,0.8687722835283007
272,Sudden,Speed,4,272,0.724391886649404
273,Sudden,Speed,4,273,0.5925062152688148
274,Sudden,Speed,4,274,0.5398374654536016
275,Sudden,Speed,4,275,0.5853699449689347
276,Sudden,Speed,4,276,0.7068333427060414
277,Sudden,Speed,4,277,0.8701713380589464
278,Sudden,Speed,4,278,1.045202161494793
279,Sudden,Speed,4,279,1.2063001911904763
280,Sudden,Speed,4,280,1.329721645340249
281,Sudden,Speed,4,281,1.395498053347834
282,Sudden,Speed,4,282,1.3994025656968172
283,Sudden,Speed,4,283,1.3604577117292123
284,Sudden,Speed,4,284,1.3089287066054212
285,Sudden,Speed,4,285,1.2681128561669626
286,Sudden,Speed,4,286,1.2462586554486474
287,Sudden,Speed,4,287,1.233394491989412
288,Sudden,Speed,4,288,1.2044095439988245
289,Sudden,Speed,4,289,1.1380348083477143
290,Sudden,Speed,4,290,1.0420296079765539
291,Sudden,Speed,4,291,0.9580753365589096
292,Sudden,Speed,4,292,0.9339840987728659
293,Sudden,Speed,4,293,0.9800105714617641
294,Sudden,Speed,4,294,1.0524723229313264
295,Sudden,Speed,4,295,1.090721617746352
296,Sudden,Speed,4,296,1.0702794036905314
297,Sudden,Speed,4,297,1.0119402361196743
298,Sudden,Speed,4,298,0.9550763016747288
299,Sudden,Speed,4,299,0.9404351036438594
300,Sudden,Speed,4,300,0.9960515515870778
301,Sudden,Speed,4,301,1.1067876876562772
302,Sudden,Speed,4,302,1.209390966712656
303,Sudden,Speed,4,303,1.2442240787297232
304,Sudden,Speed,4,304,1.2127730546902493
305,Sudden,Speed,4,305,1.1745664503061586
306,Sudden,Speed,4,306,1.1862554881959113
307,Sudden,Speed,4,307,1.2473846065912726
308,Sudden,Speed,4,308,1.3090965540386363
309,Sudden,Speed,4,309,1.3308874900282126
310,Sudden,Speed,4,310,1.3147445911673001
311,Sudden,Speed,4,311,1.2809293469170473
312,Sudden,Speed,4,312,1.2305387227893574
313,Sudden,Speed,4,313,1.1469009703425166
314,Sudden,Speed,4,314,1.0223504770021592
315,Sudden,Speed,4,315,0.8717997110399032
316,Sudden,Speed,4,316,0.7282574680846555
317,Sudden,Speed,4,317,0.6275713551325849
318,Sudden,Speed,4,318,0.5839362755423847
319,Sudden,Speed,4,319,0.5770081653135366
320,Sudden,Speed,5,320,1.1077177369127464
321,Sudden,Speed,5,321,0.9664958058120046
322,Sudden,Speed,5,322,0.764936240703671
323,Sudden,Speed,5,323,0.6093569305446337
324,Sudden,Speed,5,324,0.5684543573130328
325,Sudden,Speed,5,325,0.6474880782393717
326,Sudden,Speed,5,326,0.8056479208001482
327,Sudden,Speed,5,327,0.9893021408946354
328,Sudden,Speed,5,328,1.1534872742131719
329,Sudden,Speed,5,329,1.271174329995588
330,Sudden,Speed,5,330,1.3401580567994447
331,Sudden,Speed,5,331,1.3763689306057862
332,Sudden,Speed,5,332,1.3896400276387295
333,Sudden,Speed,5,333,1.370719708095348
334,Sudden,Speed,5,334,1.3074761246534632
335,Sudden,Speed,5,335,1.2084500144436983
336,Sudden,Speed,5,336,1.1051889220525546
337,Sudden,Speed,5,337,1.0318378229388034
338,Sudden,Speed,5,338,1.0024220471923713
339,Sudden,Speed,5,339,1.005103475984129
340,Sudden,Speed,5,340,1.0165242515957964
341,Sudden,Speed,5,341,1.0193849986861294
342,Sudden,Speed,5,342,1.0072451001929414
343,Sudden,Speed,5,343,0.9822623971439606
344,Sudden,Speed,5,344,0.9579933799656061
345,Sudden,Speed,5,345,0.9586313890903682
346,Sudden,Speed,5,346,1.0031815150390386
347,Sudden,Speed,5,347,1.085683743889164
348,Sudden,Speed,5,348,1.17454821600243
349,Sudden,Speed,5,349,1.2353398132592943
350,Sudden,Speed,5,350,1.2531329886031024
351,Sudden,Speed,5,351,1.232358531315432
352,Sudden,Speed,5,352,1.1881810020958095
353,Sudden,Speed,5,353,1.1478066028541964
354,Sudden,Speed,5,354,1.1434387829645583
355,Sudden,Speed,5,355,1.1821350231580845
356,Sudden,Speed,5,356,1.2270935839934944
357,Sudden,Speed,5,357,1.2268940660104457
358,Sudden,Speed,5,358,1.1681177670688676
359,Sudden,Speed,5,359,1.0896291471903345
360,Sudden,Speed,5,360,1.043595335056948
361,Sudden,Speed,5,361,1.0490870576410716
362,Sudden,Speed,5,362,1.082752585914617
363,Sudden,Speed,5,363,1.1099919223517225
364,Sudden,Speed,5,364,1.1197113327453194
365,Sudden,Speed,5,365,1.1244949719198043
366,Sudden,Speed,5,366,1.1351577890213764
367,Sudden,Speed,5,367,1.1474075591045345
368,Sudden,Speed,5,368,1.1469433430656317
369,Sudden,Speed,5,369,1.1159220049618765
370,Sudden,Speed,5,370,1.04587299570528
371,Sudden,Speed,5,371,0.9554619301184335
372,Sudden,Speed,5,372,0.8835372000516029
373,Sudden,Speed,5,373,0.8569283608382234
374,Sudden,Speed,5,374,0.8756222926234873
375,Sudden,Speed,5,375,0.9265463824433424
376,Sudden,Speed,5,376,0.9990288301934922
377,Sudden,Speed,5,377,1.088887788199577
378,Sudden,Speed,5,378,1.1926979536413138
379,Sudden,Speed,5,379,1.2969939776969257
380,Sudden,Speed,5,380,1.3785000263467397
381,Sudden,Speed,5,381,1.4215403899911625
382,Sudden,Speed,5,382,1.4312577629923997
383,Sudden,Speed,5,383,1.4275998679888384
384,Sudden,Speed,6,384,0.6721995518759628
385,Sudden,Speed,6,385,0.7541788568937055
386,Sudden,Speed,6,386,0.8782976398188614
387,Sudden,Speed,6,387,0.9827595306149656
388,Sudden,Speed,6,388,1.0164164077105715
389,Sudden,Speed,6,389,0.9677536131754312
390,Sudden,Speed,6,390,0.8739709552395827
391,Sudden,Speed,6,391,0.807105288116849
392,Sudden,Speed,6,392,0.8362581397835646
393,Sudden,Speed,6,393,0.9762300091365239
394,Sudden,Speed,6,394,1.1635748153410104
395,Sudden,Speed,6,395,1.2973979957396877
396,Sudden,Speed,6,396,1.315808867599115
397,Sudden,Speed,6,397,1.2337826460457577
398,Sudden,Speed,6,398,1.1146637974505178
399,Sudden,Speed,6,399,1.0206629813596657
400,Sudden,Speed,6,400,0.9853518380736455
401,Sudden,Speed,6,401,1.0059509793332755
402,Sudden,Speed,6,402,1.049239502645056
403,Sudden,Speed,6,403,1.07709419310545
404,Sudden,Speed,6,404,1.0705736124328387
405,Sudden,Speed,6,405,1.0275399946128039
406,Sudden,Speed,6,406,0.9561620258566089
407,Sudden,Speed,6,407,0.8878077279884413
408,Sudden,Speed,6,408,0.8763656346298266
409,Sudden,Speed,6,409,0.9547845961028643
410,Sudden,Speed,6,410,1.0895838900684578
411,Sudden,Speed,6,411,1.1923510261868269
412,Sudden,Speed,6,412,1.1829247393990427
413,Sudden,Speed,6,413,1.0455958263347687
414,Sudden,Speed,6,414,0.8358976204029438
415,Sudden,Speed,6,415,0.6414630095178271
416,Sudden,Speed,6,416,0.5282695824736512
417,Sudden,Speed,6,417,0.5099792042869019
418,Sudden,Speed,6,418,0.5592655107910326
419,Sudden,Speed,6,419,0.642344469651577
420,Sudden,Speed,6,420,0.7376762077081722
421,Sudden,Speed,6,421,0.8286637641009105
422,Sudden,Speed,6,422,0.8996828435334477
423,Sudden,Speed,6,423,0.9536001920504306
424,Sudden,Speed,6,424,1.01972419349766
425,Sudden,Speed,6,425,1.1224943323224565
426,Sudden,Speed,6,426,1.2423725655610345
427,Sudden,Speed,6,427,1.3238228144701374
428,Sudden,Speed,6,428,1.3276233823345382
429,Sudden,Speed,6,429,1.2666650063200675
430,Sudden,Speed,6,430,1.181720608201319
431,Sudden,Speed,6,431,1.0912820037629416
432,Sudden,Speed,6,432,0.9855928369184146
433,Sudden,Speed,6,433,0.8704595482168127
434,Sudden,Speed,6,434,0.7938870319165781
435,Sudden,Speed,6,435,0.8123360785171385
436,Sudden,Speed,6,436,0.9367468941513069
437,Sudden,Speed,6,437,1.119344276912798
438,Sudden,Speed,6,438,1.286429896160692
439,Sudden,Speed,6,439,1.3821383257437456
440,Sudden,Speed,6,440,1.3963337133537803
441,Sudden,Speed,6,441,1.3592233835189635
442,Sudden,Speed,6,442,1.3024552654053516
443,Sudden,Speed,6,443,1.2270667170400942
444,Sudden,Speed,6,444,1.1154184891578303
445,Sudden,Speed,6,445,0.967096947705899
446,Sudden,Speed,6,446,0.8165297660040016
447,Sudden,Speed,6,447,0.7196230486085196
448,Sudden,Speed,7,448,1.210623425267967
449,Sudden,Speed,7,449,1.147606310051065
450,Sudden,Speed,7,450,1.046890956119612
451,Sudden,Speed,7,451,0.9433981636166674
452,Sudden,Speed,7,452,0.8712183376752352
453,Sudden,Speed,7,453,0.8631069462366141
454,Sudden,Speed,7,454,0.938051431184266
455,Sudden,Speed,7,455,1.0759801467196923
456,Sudden,Speed,7,456,1.2154235420276385
457,Sudden,Speed,7,457,1.2864829043640729
458,Sudden,Speed,7,458,1.2488481766168253
459,Sudden,Speed,7,459,1.1116966471823604
460,Sudden,Speed,7,460,0.932661401116059
461,Sudden,Speed,7,461,0.7919955574021409
462,Sudden,Speed,7,462,0.7482747234390278
463,Sudden,Speed,7,463,0.8044870812152222
464,Sudden,Speed,7,464,0.9092139219955714
465,Sudden,Speed,7,465,0.9929697207896175
466,Sudden,Speed,7,466,1.0168292275397017
467,Sudden,Speed,7,467,0.9971825335498967
468,Sudden,Speed,7,468,0.9849815403988125
469,Sudden,Speed,7,469,1.017846191423277
470,Sudden,Speed,7,470,1.087805538316605
471,Sudden,Speed,7,471,1.1519858576743827
472,Sudden,Speed,7,472,1.1736296537827555
473,Sudden,Speed,7,473,1.1529125472046031
474,Sudden,Speed,7,474,1.1183233539401012
475,Sudden,Speed,7,475,1.0912701758108363
476,Sudden,Speed,7,476,1.062713434483908
477,Sudden,Speed,7,477,1.0077629416396137
478,Sudden,Speed,7,478,0.9214663806414616
479,Sudden,Speed,7,479,0.8312359272196669
480,Sudden,Speed,7,480,0.7727469089461085
481,Sudden,Speed,7,481,0.7670855272779106
482,Sudden,Speed,7,482,0.8254789423333871
483,Sudden,Speed,7,483,0.9551153026576908
484,Sudden,Speed,7,484,1.1397014266577976
485,Sudden,Speed,7,485,1.3235485335373207
486,Sudden,Speed,7,486,1.4373448364511154
487,Sudden,Speed,7,487,1.444533691872509
488,Sudden,Speed,7,488,1.3625323994839227
489,Sudden,Speed,7,489,1.2462716372051035
490,Sudden,Speed,7,490,1.1472428834405328
491,Sudden,Speed,7,491,1.076766685385913
492,Sudden,Speed,7,492,1.0132578847123497
493,Sudden,Speed,7,493,0.9494938860692768
494,Sudden,Speed,7,494,0.913716609311451
495,Sudden,Speed,7,495,0.9310082476863051
496,Sudden,Speed,7,496,0.9831262900191107
497,Sudden,Speed,7,497,1.0261807459062435
498,Sudden,Speed,7,498,1.0403108550144746
499,Sudden,Speed,7,499,1.0428764013530487
500,Sudden,Speed,7,500,1.0489841567683058
501,Sudden,Speed,7,501,1.035907910353029
502,Sudden,Speed,7,502,0.9691070198937455
503,Sudden,Speed,7,503,0.8617831462620433
504,Sudden,Speed,7,504,0.7819707689962311
505,Sudden,Speed,7,505,0.7878967344438099
506,Sudden,Speed,7,506,0.8727774583987411
507,Sudden,Speed,7,507,0.9837628401067637
508,Sudden,Speed,7,508,1.0780377765172002
509,Sudden,Speed,7,509,1.1458399319318684
510,Sudden,Speed,7,510,1.1926949706462118
511,Sudden,Speed,7,511,1.2187480931528545
512,Sudden,Speed,8,512,1.1850644933063967
513,Sudden,Speed,8,513,1.1127584787766946
514,Sudden,Speed,8,514,1.0111734911995052
515,Sudden,Speed,8,515,0.9364284450776368
516,Sudden,Speed,8,516,0.9144094376329446
517,Sudden,Speed,8,517,0.9246434954973639
518,Sudden,Speed,8,518,0.9318412408512432
519,Sudden,Speed,8,519,0.9256297292294998
520,Sudden,Speed,8,520,0.9225062982156058
521,Sudden,Speed,8,521,0.9350647102780116
522,Sudden,Speed,8,522,0.947729393778408
523,Sudden,Speed,8,523,0.9290495364322884
524,Sudden,Speed,8,524,0.8679083734074848
525,Sudden,Speed,8,525,0.7890164058529001
526,Sudden,Speed,8,526,0.7306742719069266
527,Sudden,Speed,8,527,0.7161365071071861
528,Sudden,Speed,8,528,0.7478275702625738
529,Sudden,Speed,8,529,0.8182620308975432
530,Sudden,Speed,8,530,0.9191950094981911
531,Sudden,Speed,8,531,1.0410625327716823
532,Sudden,Speed,8,532,1.163126076910615
533,Sudden,Speed,8,533,1.248719033507855
534,Sudden,Speed,8,534,1.2622556249311003
535,Sudden,Speed,8,535,1.1982657466196125
536,Sudden,Speed,8,536,1.0913423960604982
537,Sudden,Speed,8,537,0.9938673224014622
538,Sudden,Speed,8,538,0.9405699384379256
539,Sudden,Speed,8,539,0.9313714326715863
540,Sudden,Speed,8,540,0.9444054266007409
541,Sudden,Speed,8,541,0.9638535906732028
542,Sudden,Speed,8,542,0.9961490331884308
543,Sudden,Speed,8,543,1.0594640147692969
544,Sudden,Speed,8,544,1.1568330624972814
545,Sudden,Speed,8,545,1.2625394591757981
546,Sudden,Speed,8,546,1.3383727052049337
547,Sudden,Speed,8,547,1.3593536935515946
548,Sudden,Speed,8,548,1.322523697087429
549,Sudden,Speed,8,549,1.2440233197351784
550,Sudden,Speed,8,550,1.1581763031185197
551,Sudden,Speed,8,551,1.1094586341792558
552,Sudden,Speed,8,552,1.1249064668649285
553,Sudden,Speed,8,553,1.1844241234431045
554,Sudden,Speed,8,554,1.223577590714187
555,Sudden,Speed,8,555,1.1850895238615122
556,Sudden,Speed,8,556,1.0793914311073967
557,Sudden,Speed,8,557,0.98510531577239
558,Sudden,Speed,8,558,0.9754000760363535
559,Sudden,Speed,8,559,1.0474033686623299
560,Sudden,Speed,8,560,1.1316439836601373
561,Sudden,Speed,8,561,1.1606030495223567
562,Sudden,Speed,8,562,1.1184788550307614
563,Sudden,Speed,8,563,1.040910046741457
564,Sudden,Speed,8,564,0.9855478960537927
565,Sudden,Speed,8,565,0.993157658817661
566,Sudden,Speed,8,566,1.0562347566207844
567,Sudden,Speed,8,567,1.1222380211355623
568,Sudden,Speed,8,568,1.1362725326421836
569,Sudden,Speed,8,569,1.0833764521122096
570,Sudden,Speed,8,570,0.99284425208051
571,Sudden,Speed,8,571,0.909516478676206
572,Sudden,Speed,8,572,0.8593781828993803
573,Sudden,Speed,8,573,0.836285527656234
574,Sudden,Speed,8,574,0.8206476193989266
575,Sudden,Speed,8,575,0.8079791900842833
576,Sudden,Speed,9,576,1.0357836163378156
577,Sudden,Speed,9,577,1.004207429936431
578,Sudden,Speed,9,578,0.9324789818292294
579,Sudden,Speed,9,579,0.8264048893244424
580,Sudden,Speed,9,580,0.7142246412776213
581,Sudden,Speed,9,581,0.6311156728631091
582,Sudden,Speed,9,582,0.605794326416288
583,Sudden,Speed,9,583,0.6535439986825244
584,Sudden,Speed,9,584,0.7619555621718249
585,Sudden,Speed,9,585,0.8825902542154466
586,Sudden,Speed,9,586,0.9528066304535567
587,Sudden,Speed,9,587,0.9396263500462929
588,Sudden,Speed,9,588,0.8647062993134709
589,Sudden,Speed,9,589,0.7816040597634024
