,Participant_Id,Block,Trial,Rotation,Emphasis,Errors
70,0,1,70,Sudden,Speed,0.9415516148892122
71,0,1,71,Sudden,Speed,0.9102980796729884
72,0,1,72,Sudden,Speed,0.8866586303717232
73,0,1,73,Sudden,Speed,0.8827482711976161
74,0,1,74,Sudden,Speed,0.9062424616609083
75,0,1,75,Sudden,Speed,0.9563010402298595
76,0,1,76,Sudden,Speed,1.0201396820976574
77,0,1,77,Sudden,Speed,1.07340367667533
78,0,1,78,Sudden,Speed,1.0915244195487104
79,0,1,79,Sudden,Speed,1.0653694303625163
80,0,1,80,Sudden,Speed,1.0064067673371389
81,0,1,81,Sudden,Speed,0.9383955783019596
82,0,1,82,Sudden,Speed,0.8842488992556758
83,0,1,83,Sudden,Speed,0.8563717705245122
84,0,1,84,Sudden,Speed,0.854060601569671
85,0,1,85,Sudden,Speed,0.8672977306611055
86,0,1,86,Sudden,Speed,0.8836154683039417
87,0,1,87,Sudden,Speed,0.8939662813641525
88,0,1,88,Sudden,Speed,0.8940782958452852
89,0,1,89,Sudden,Speed,0.8809813050430203
90,0,1,90,Sudden,Speed,0.8524479116532051
91,0,1,91,Sudden,Speed,0.8136146465453379
92,0,1,92,Sudden,Speed,0.7792478929030682
93,0,1,93,Sudden,Speed,0.7637455011550928
94,0,1,94,Sudden,Speed,0.7709755507068673
95,0,1,95,Sudden,Speed,0.7971008361628417
96,0,1,96,Sudden,Speed,0.8403737834438748
97,0,1,97,Sudden,Speed,0.9031357492360156
98,0,1,98,Sudden,Speed,0.9846074640349483
99,0,1,99,Sudden,Speed,1.0758100736932195
100,0,1,100,Sudden,Speed,1.160108339257699
101,0,1,101,Sudden,Speed,1.2127165547166388
102,0,1,102,Sudden,Speed,1.2029753414086546
103,0,1,103,Sudden,Speed,1.1145158550014043
104,0,1,104,Sudden,Speed,0.9768468340168465
105,0,1,105,Sudden,Speed,0.8666012444117898
106,0,1,106,Sudden,Speed,0.8530152789555987
107,0,1,107,Sudden,Speed,0.9335928137241751
108,0,1,108,Sudden,Speed,1.0340476618406031
109,0,1,109,Sudden,Speed,1.0765697351262393
110,0,1,110,Sudden,Speed,1.0421936322025305
111,0,1,111,Sudden,Speed,0.9694894809297415
112,0,1,112,Sudden,Speed,0.9063855290732873
113,0,1,113,Sudden,Speed,0.8729397842114645
114,0,1,114,Sudden,Speed,0.8646347138297102
115,0,1,115,Sudden,Speed,0.8719042828825028
116,0,1,116,Sudden,Speed,0.8851325716165706
117,0,1,117,Sudden,Speed,0.8922208230409622
118,0,1,118,Sudden,Speed,0.8869974181399798
119,0,1,119,Sudden,Speed,0.8768817200052615
120,0,1,120,Sudden,Speed,0.8723959570243388
121,0,1,121,Sudden,Speed,0.8732574437580597
122,0,1,122,Sudden,Speed,0.8721794885207023
123,0,1,123,Sudden,Speed,0.8671464803623328
124,0,1,124,Sudden,Speed,0.8621631757229757
125,0,1,125,Sudden,Speed,0.8588906569449737
126,0,1,126,Sudden,Speed,0.8551478552100339
127,0,1,127,Sudden,Speed,0.8514704623724388
128,0,2,128,Sudden,Speed,1.1158318385338628
129,0,2,129,Sudden,Speed,1.1069601365193613
130,0,2,130,Sudden,Speed,1.108206697850026
131,0,2,131,Sudden,Speed,1.1350005583047322
132,0,2,132,Sudden,Speed,1.1805804405859672
133,0,2,133,Sudden,Speed,1.2201617627661616
134,0,2,134,Sudden,Speed,1.2290998284655363
135,0,2,135,Sudden,Speed,1.1971425518098742
136,0,2,136,Sudden,Speed,1.1340905420766345
137,0,2,137,Sudden,Speed,1.0658268403783324
138,0,2,138,Sudden,Speed,1.0185169167777985
139,0,2,139,Sudden,Speed,1.0010843890351404
140,0,2,140,Sudden,Speed,1.0039695344030695
141,0,2,141,Sudden,Speed,1.0123439717489482
142,0,2,142,Sudden,Speed,1.0152137008122983
143,0,2,143,Sudden,Speed,1.0050003855267644
144,0,2,144,Sudden,Speed,0.9778898217101013
145,0,2,145,Sudden,Speed,0.9379510396903021
146,0,2,146,Sudden,Speed,0.8964381711808265
147,0,2,147,Sudden,Speed,0.861847645430986
148,0,2,148,Sudden,Speed,0.8313251038549584
149,0,2,149,Sudden,Speed,0.7964422523238823
150,0,2,150,Sudden,Speed,0.7578197399409374
151,0,2,151,Sudden,Speed,0.7275279277491677
152,0,2,152,Sudden,Speed,0.7143052211600819
153,0,2,153,Sudden,Speed,0.7124994951604557
154,0,2,154,Sudden,Speed,0.7108788661638101
155,0,2,155,Sudden,Speed,0.7080550340908499
156,0,2,156,Sudden,Speed,0.7128974992266854
157,0,2,157,Sudden,Speed,0.7302784624572054
158,0,2,158,Sudden,Speed,0.7523463817511266
159,0,2,159,Sudden,Speed,0.7660300707064427
160,0,2,160,Sudden,Speed,0.7647901180533906
161,0,2,161,Sudden,Speed,0.7516744876552515
162,0,2,162,Sudden,Speed,0.7382103962297938
163,0,2,163,Sudden,Speed,0.7432102390494175
164,0,2,164,Sudden,Speed,0.7831319425953012
165,0,2,165,Sudden,Speed,0.8561184204573137
166,0,2,166,Sudden,Speed,0.9404997167945204
167,0,2,167,Sudden,Speed,1.0117830599658892
168,0,2,168,Sudden,Speed,1.0561789013496135
169,0,2,169,Sudden,Speed,1.0686105303902553
170,0,2,170,Sudden,Speed,1.0493405062057393
171,0,2,171,Sudden,Speed,1.0087727330971636
172,0,2,172,Sudden,Speed,0.9676519933308642
173,0,2,173,Sudden,Speed,0.9439964495212328
174,0,2,174,Sudden,Speed,0.9399956309211124
175,0,2,175,Sudden,Speed,0.9429050608472264
176,0,2,176,Sudden,Speed,0.9364257815772
177,0,2,177,Sudden,Speed,0.9118372347069434
178,0,2,178,Sudden,Speed,0.8730376415422373
179,0,2,179,Sudden,Speed,0.8334318909294388
180,0,2,180,Sudden,Speed,0.8071098704134619
181,0,2,181,Sudden,Speed,0.8038594965796702
182,0,2,182,Sudden,Speed,0.8301544306018911
183,0,2,183,Sudden,Speed,0.8855879052975183
184,0,2,184,Sudden,Speed,0.9554760634159373
185,0,2,185,Sudden,Speed,1.0149804985541784
186,0,2,186,Sudden,Speed,1.04553080296906
187,0,2,187,Sudden,Speed,1.0436888834574871
188,0,2,188,Sudden,Speed,1.0146285715363328
189,0,2,189,Sudden,Speed,0.9660842115271285
190,0,2,190,Sudden,Speed,0.9124812557241458
191,0,2,191,Sudden,Speed,0.8763933252094868
192,0,3,192,Sudden,Speed,0.7391709844941352
193,0,3,193,Sudden,Speed,0.7550026028933314
194,0,3,194,Sudden,Speed,0.7823026246761151
195,0,3,195,Sudden,Speed,0.8135929645877534
196,0,3,196,Sudden,Speed,0.8406068533444677
197,0,3,197,Sudden,Speed,0.8578370801654951
198,0,3,198,Sudden,Speed,0.8633377049917571
199,0,3,199,Sudden,Speed,0.8562467889821936
200,0,3,200,Sudden,Speed,0.8382675998874504
201,0,3,201,Sudden,Speed,0.8188974417781899
202,0,3,202,Sudden,Speed,0.811078390690562
203,0,3,203,Sudden,Speed,0.8172270179991901
204,0,3,204,Sudden,Speed,0.8265925291169149
205,0,3,205,Sudden,Speed,0.830672460711031
206,0,3,206,Sudden,Speed,0.8348419978727465
207,0,3,207,Sudden,Speed,0.8505922766635422
208,0,3,208,Sudden,Speed,0.8792968921056652
209,0,3,209,Sudden,Speed,0.905965356468174
210,0,3,210,Sudden,Speed,0.9108442109465017
211,0,3,211,Sudden,Speed,0.887785643842369
212,0,3,212,Sudden,Speed,0.8502027221332593
213,0,3,213,Sudden,Speed,0.8183353872348808
214,0,3,214,Sudden,Speed,0.8026685845233288
215,0,3,215,Sudden,Speed,0.79938633325798
216,0,3,216,Sudden,Speed,0.797023852871461
217,0,3,217,Sudden,Speed,0.7868257350888508
218,0,3,218,Sudden,Speed,0.7721747223871662
219,0,3,219,Sudden,Speed,0.7685572992793154
220,0,3,220,Sudden,Speed,0.7888668904376684
221,0,3,221,Sudden,Speed,0.8284687622796607
222,0,3,222,Sudden,Speed,0.8696906355545663
223,0,3,223,Sudden,Speed,0.900677052774587
224,0,3,224,Sudden,Speed,0.923364338970751
225,0,3,225,Sudden,Speed,0.9419657042736859
226,0,3,226,Sudden,Speed,0.9499591183199089
227,0,3,227,Sudden,Speed,0.932165261280643
228,0,3,228,Sudden,Speed,0.8805250574185075
229,0,3,229,Sudden,Speed,0.8095028389781529
230,0,3,230,Sudden,Speed,0.7543319073990455
231,0,3,231,Sudden,Speed,0.7470089351904621
232,0,3,232,Sudden,Speed,0.7897757364228248
233,0,3,233,Sudden,Speed,0.8537237036093476
234,0,3,234,Sudden,Speed,0.9037659127932594
235,0,3,235,Sudden,Speed,0.924458161590039
236,0,3,236,Sudden,Speed,0.924542838154636
237,0,3,237,Sudden,Speed,0.9212214844819894
238,0,3,238,Sudden,Speed,0.9240312969816424
239,0,3,239,Sudden,Speed,0.9325404192186492
240,0,3,240,Sudden,Speed,0.940489151790169
241,0,3,241,Sudden,Speed,0.9363566677547049
242,0,3,242,Sudden,Speed,0.9082767025704805
243,0,3,243,Sudden,Speed,0.8596212516540382
244,0,3,244,Sudden,Speed,0.8172848547422353
245,0,3,245,Sudden,Speed,0.8132048164905413
246,0,3,246,Sudden,Speed,0.854360858550164
247,0,3,247,Sudden,Speed,0.9157530508949725
248,0,3,248,Sudden,Speed,0.9619487204143079
249,0,3,249,Sudden,Speed,0.9703157121156295
250,0,3,250,Sudden,Speed,0.9365354423931801
251,0,3,251,Sudden,Speed,0.8693284222008957
252,0,3,252,Sudden,Speed,0.7860642487321741
253,0,3,253,Sudden,Speed,0.7078869795685255
254,0,3,254,Sudden,Speed,0.6512788774060269
255,0,3,255,Sudden,Speed,0.6228353768304365
256,0,4,256,Sudden,Speed,1.2094526037793893
257,0,4,257,Sudden,Speed,1.1823721137972396
258,0,4,258,Sudden,Speed,1.1334389832315328
259,0,4,259,Sudden,Speed,1.072014418039539
260,0,4,260,Sudden,Speed,1.0089760851027332
261,0,4,261,Sudden,Speed,0.9535955709383023
262,0,4,262,Sudden,Speed,0.913905125010215
263,0,4,263,Sudden,Speed,0.9014865469597547
264,0,4,264,Sudden,Speed,0.9305578020872013
265,0,4,265,Sudden,Speed,1.0054153375444814
266,0,4,266,Sudden,Speed,1.1086366646907533
267,0,4,267,Sudden,Speed,1.2045428901401487
268,0,4,268,Sudden,Speed,1.2549436597461305
269,0,4,269,Sudden,Speed,1.2379739309528215
270,0,4,270,Sudden,Speed,1.1620755064650305
271,0,4,271,Sudden,Speed,1.064150455081175
272,0,4,272,Sudden,Speed,0.9856752031296442
273,0,4,273,Sudden,Speed,0.9434057133318289
274,0,4,274,Sudden,Speed,0.9259773188165183
275,0,4,275,Sudden,Speed,0.9201553602385419
276,0,4,276,Sudden,Speed,0.929511577802794
277,0,4,277,Sudden,Speed,0.9602128573117048
278,0,4,278,Sudden,Speed,0.9987639969041042
279,0,4,279,Sudden,Speed,1.0169511368381834
280,0,4,280,Sudden,Speed,0.9981346032448518
281,0,4,281,Sudden,Speed,0.9523240146216907
282,0,4,282,Sudden,Speed,0.906557955725928
283,0,4,283,Sudden,Speed,0.8837947668667527
284,0,4,284,Sudden,Speed,0.8872658256613006
285,0,4,285,Sudden,Speed,0.9017211555985047
286,0,4,286,Sudden,Speed,0.9104297631003911
287,0,4,287,Sudden,Speed,0.9104462324814985
288,0,4,288,Sudden,Speed,0.9094788670123172
289,0,4,289,Sudden,Speed,0.9118821697338799
290,0,4,290,Sudden,Speed,0.9133585875074802
291,0,4,291,Sudden,Speed,0.9079671207463891
292,0,4,292,Sudden,Speed,0.8950836519479809
293,0,4,293,Sudden,Speed,0.8784328983318791
294,0,4,294,Sudden,Speed,0.8617025366163216
295,0,4,295,Sudden,Speed,0.8482567778367978
296,0,4,296,Sudden,Speed,0.8457334649516448
297,0,4,297,Sudden,Speed,0.8668705573599921
298,0,4,298,Sudden,Speed,0.919581224449921
299,0,4,299,Sudden,Speed,0.994390569003986
300,0,4,300,Sudden,Speed,1.065863099864547
301,0,4,301,Sudden,Speed,1.11017023575934
302,0,4,302,Sudden,Speed,1.121487738202371
303,0,4,303,Sudden,Speed,1.1114519980513728
304,0,4,304,Sudden,Speed,1.0938064456126926
305,0,4,305,Sudden,Speed,1.0710280074703051
306,0,4,306,Sudden,Speed,1.0369828587129133
307,0,4,307,Sudden,Speed,0.9907891421301063
308,0,4,308,Sudden,Speed,0.9443192539434995
309,0,4,309,Sudden,Speed,0.9138175395074649
310,0,4,310,Sudden,Speed,0.9050167103093274
311,0,4,311,Sudden,Speed,0.9079378384568697
312,0,4,312,Sudden,Speed,0.9066588471817201
313,0,4,313,Sudden,Speed,0.8935775026169592
314,0,4,314,Sudden,Speed,0.8729833499230477
315,0,4,315,Sudden,Speed,0.8516070695062248
316,0,4,316,Sudden,Speed,0.8296234275731649
317,0,4,317,Sudden,Speed,0.8031278182782775
318,0,4,318,Sudden,Speed,0.7738521903684309
319,0,4,319,Sudden,Speed,0.7531907931890061
320,0,5,320,Sudden,Speed,0.9674429695057503
321,0,5,321,Sudden,Speed,0.9812538041460372
322,0,5,322,Sudden,Speed,1.0037708734318174
323,0,5,323,Sudden,Speed,1.0243088439901082
324,0,5,324,Sudden,Speed,1.0340543873584243
325,0,5,325,Sudden,Speed,1.037899427848263
326,0,5,326,Sudden,Speed,1.0543765279358754
327,0,5,327,Sudden,Speed,1.0982894991478989
328,0,5,328,Sudden,Speed,1.1596716886399707
329,0,5,329,Sudden,Speed,1.2055062405689558
330,0,5,330,Sudden,Speed,1.2123624743621069
331,0,5,331,Sudden,Speed,1.1956641796090295
332,0,5,332,Sudden,Speed,1.1918092235075868
333,0,5,333,Sudden,Speed,1.2085823150130284
334,0,5,334,Sudden,Speed,1.2104845081698465
335,0,5,335,Sudden,Speed,1.1627674559675685
336,0,5,336,Sudden,Speed,1.0778256838430444
337,0,5,337,Sudden,Speed,1.006866941742466
338,0,5,338,Sudden,Speed,0.992698895435477
339,0,5,339,Sudden,Speed,1.038378228907697
340,0,5,340,Sudden,Speed,1.1144752390764516
341,0,5,341,Sudden,Speed,1.1849986094948408
342,0,5,342,Sudden,Speed,1.2258075971918134
343,0,5,343,Sudden,Speed,1.2293002235347843
344,0,5,344,Sudden,Speed,1.201094131273891
345,0,5,345,Sudden,Speed,1.1558607513994497
346,0,5,346,Sudden,Speed,1.1104719020503935
347,0,5,347,Sudden,Speed,1.0723482303332756
348,0,5,348,Sudden,Speed,1.0341300902937933
349,0,5,349,Sudden,Speed,0.9859018950769751
350,0,5,350,Sudden,Speed,0.9302634511204033
351,0,5,351,Sudden,Speed,0.8778983600313107
352,0,5,352,Sudden,Speed,0.83324598370817
353,0,5,353,Sudden,Speed,0.7953371736319509
354,0,5,354,Sudden,Speed,0.7718120477619426
355,0,5,355,Sudden,Speed,0.7822525642044891
356,0,5,356,Sudden,Speed,0.8417400250681109
357,0,5,357,Sudden,Speed,0.9420759848503516
358,0,5,358,Sudden,Speed,1.0532832841432953
359,0,5,359,Sudden,Speed,1.1445256949869493
360,0,5,360,Sudden,Speed,1.2008536520431021
361,0,5,361,Sudden,Speed,1.2226258992813437
362,0,5,362,Sudden,Speed,1.216590170093935
363,0,5,363,Sudden,Speed,1.190951460325638
364,0,5,364,Sudden,Speed,1.1556519530497686
365,0,5,365,Sudden,Speed,1.123025056573047
366,0,5,366,Sudden,Speed,1.1043230892608586
367,0,5,367,Sudden,Speed,1.1029557997522166
368,0,5,368,Sudden,Speed,1.1141263471876288
369,0,5,369,Sudden,Speed,1.13254579017075
370,0,5,370,Sudden,Speed,1.1564847220597152
371,0,5,371,Sudden,Speed,1.1830512988660526
372,0,5,372,Sudden,Speed,1.2042084173046315
373,0,5,373,Sudden,Speed,1.2085334846747269
374,0,5,374,Sudden,Speed,1.1861395334580445
375,0,5,375,Sudden,Speed,1.1349690758854378
376,0,5,376,Sudden,Speed,1.066133299648127
377,0,5,377,Sudden,Speed,1.0022452296437454
378,0,5,378,Sudden,Speed,0.9666800051977325
379,0,5,379,Sudden,Speed,0.9702239862770543
380,0,5,380,Sudden,Speed,1.0045177652888018
381,0,5,381,Sudden,Speed,1.0480580891060551
382,0,5,382,Sudden,Speed,1.0810856431778733
383,0,5,383,Sudden,Speed,1.0965994033634268
384,0,6,384,Sudden,Speed,1.1537598115697374
385,0,6,385,Sudden,Speed,1.1534946887166972
386,0,6,386,Sudden,Speed,1.1421705294456965
387,0,6,387,Sudden,Speed,1.1152336810349683
388,0,6,388,Sudden,Speed,1.0829091762655212
389,0,6,389,Sudden,Speed,1.0621638240609088
390,0,6,390,Sudden,Speed,1.0656611268939948
391,0,6,391,Sudden,Speed,1.0928541212871292
392,0,6,392,Sudden,Speed,1.1218894805876747
393,0,6,393,Sudden,Speed,1.115860670405352
394,0,6,394,Sudden,Speed,1.052951939137192
395,0,6,395,Sudden,Speed,0.9530129404756177
396,0,6,396,Sudden,Speed,0.8644350878229129
397,0,6,397,Sudden,Speed,0.8226538150443669
398,0,6,398,Sudden,Speed,0.8262002442321377
399,0,6,399,Sudden,Speed,0.8493704982132212
400,0,6,400,Sudden,Speed,0.8698592401933866
401,0,6,401,Sudden,Speed,0.8835519821312771
402,0,6,402,Sudden,Speed,0.8956314430542024
403,0,6,403,Sudden,Speed,0.9015505378755729
404,0,6,404,Sudden,Speed,0.8866091186303413
405,0,6,405,Sudden,Speed,0.8488169776795382
406,0,6,406,Sudden,Speed,0.8130149634971187
407,0,6,407,Sudden,Speed,0.8115000988146098
408,0,6,408,Sudden,Speed,0.8511925686558377
409,0,6,409,Sudden,Speed,0.9062146974259501
410,0,6,410,Sudden,Speed,0.9436841185066878
411,0,6,411,Sudden,Speed,0.9549871293128089
412,0,6,412,Sudden,Speed,0.9619060401509449
413,0,6,413,Sudden,Speed,0.9908161343909996
414,0,6,414,Sudden,Speed,1.040369583139317
415,0,6,415,Sudden,Speed,1.0789000232750645
416,0,6,416,Sudden,Speed,1.0761653066844163
417,0,6,417,Sudden,Speed,1.0346884818457824
418,0,6,418,Sudden,Speed,0.9869195585280961
419,0,6,419,Sudden,Speed,0.9627697258195571
420,0,6,420,Sudden,Speed,0.9638610195157782
421,0,6,421,Sudden,Speed,0.9708914683188925
422,0,6,422,Sudden,Speed,0.9714341267737644
423,0,6,423,Sudden,Speed,0.9726702856064455
424,0,6,424,Sudden,Speed,0.98590165208751
425,0,6,425,Sudden,Speed,1.007969019556642
426,0,6,426,Sudden,Speed,1.0239118412588604
427,0,6,427,Sudden,Speed,1.0219934111892122
428,0,6,428,Sudden,Speed,1.0014661274132108
429,0,6,429,Sudden,Speed,0.9717439408664157
430,0,6,430,Sudden,Speed,0.9491346386203787
431,0,6,431,Sudden,Speed,0.9478042936051112
432,0,6,432,Sudden,Speed,0.967630982477853
433,0,6,433,Sudden,Speed,0.9935934823954028
434,0,6,434,Sudden,Speed,1.0096173732327038
435,0,6,435,Sudden,Speed,1.011181282979155
436,0,6,436,Sudden,Speed,1.0044910800816171
437,0,6,437,Sudden,Speed,0.9957648969974217
438,0,6,438,Sudden,Speed,0.9836825009543266
439,0,6,439,Sudden,Speed,0.9635285668718906
440,0,6,440,Sudden,Speed,0.9366993168398662
441,0,6,441,Sudden,Speed,0.9133215307553119
442,0,6,442,Sudden,Speed,0.9058954497985646
443,0,6,443,Sudden,Speed,0.9215215589947685
444,0,6,444,Sudden,Speed,0.9583437055961468
445,0,6,445,Sudden,Speed,1.006444475546871
446,0,6,446,Sudden,Speed,1.0515338362970377
447,0,6,447,Sudden,Speed,1.0789971854207354
448,0,7,448,Sudden,Speed,0.9115158922687638
449,0,7,449,Sudden,Speed,0.884267229560621
450,0,7,450,Sudden,Speed,0.8476723182290391
451,0,7,451,Sudden,Speed,0.8254660453265438
452,0,7,452,Sudden,Speed,0.8267524071368774
453,0,7,453,Sudden,Speed,0.8384278551656871
454,0,7,454,Sudden,Speed,0.8427544498047133
455,0,7,455,Sudden,Speed,0.8381763469460485
456,0,7,456,Sudden,Speed,0.839055588121746
457,0,7,457,Sudden,Speed,0.8579419979101524
458,0,7,458,Sudden,Speed,0.88959632692381
459,0,7,459,Sudden,Speed,0.9126471245647889
460,0,7,460,Sudden,Speed,0.9116550732803178
461,0,7,461,Sudden,Speed,0.8966790545496129
462,0,7,462,Sudden,Speed,0.8916704549690163
463,0,7,463,Sudden,Speed,0.9035958984704751
464,0,7,464,Sudden,Speed,0.9139902569213263
465,0,7,465,Sudden,Speed,0.9019837226436549
466,0,7,466,Sudden,Speed,0.865463327802587
467,0,7,467,Sudden,Speed,0.8195054924141225
468,0,7,468,Sudden,Speed,0.7848532325557636
469,0,7,469,Sudden,Speed,0.7780761126310125
470,0,7,470,Sudden,Speed,0.8014498349374689
471,0,7,471,Sudden,Speed,0.8375860299534243
472,0,7,472,Sudden,Speed,0.8611652956689408
473,0,7,473,Sudden,Speed,0.8606782199424825
474,0,7,474,Sudden,Speed,0.8469993368858594
475,0,7,475,Sudden,Speed,0.8415901113382133
476,0,7,476,Sudden,Speed,0.8599191072216131
477,0,7,477,Sudden,Speed,0.9033598663570378
478,0,7,478,Sudden,Speed,0.9610536330627266
479,0,7,479,Sudden,Speed,1.0174259976705575
480,0,7,480,Sudden,Speed,1.0575422295237864
481,0,7,481,Sudden,Speed,1.0680754570432271
482,0,7,482,Sudden,Speed,1.0414228974918707
483,0,7,483,Sudden,Speed,0.984385390860747
484,0,7,484,Sudden,Speed,0.9188574459050509
485,0,7,485,Sudden,Speed,0.8668442787359864
486,0,7,486,Sudden,Speed,0.8335535242458045
487,0,7,487,Sudden,Speed,0.806789769559674
488,0,7,488,Sudden,Speed,0.7736666207350384
489,0,7,489,Sudden,Speed,0.7399016973320237
490,0,7,490,Sudden,Speed,0.7331116256645382
491,0,7,491,Sudden,Speed,0.780357061069009
492,0,7,492,Sudden,Speed,0.8775671398415642
493,0,7,493,Sudden,Speed,0.9851745637252457
494,0,7,494,Sudden,Speed,1.0587053085541662
495,0,7,495,Sudden,Speed,1.0835782182192741
496,0,7,496,Sudden,Speed,1.0784507958208962
497,0,7,497,Sudden,Speed,1.06824195200588
498,0,7,498,Sudden,Speed,1.0612130968634659
499,0,7,499,Sudden,Speed,1.0529551577462388
500,0,7,500,Sudden,Speed,1.042230913379929
501,0,7,501,Sudden,Speed,1.0353660630200563
502,0,7,502,Sudden,Speed,1.0390204108559054
503,0,7,503,Sudden,Speed,1.0526021067339917
504,0,7,504,Sudden,Speed,1.065585503891928
505,0,7,505,Sudden,Speed,1.062811587226959
506,0,7,506,Sudden,Speed,1.0365528491103824
507,0,7,507,Sudden,Speed,0.9938819796849938
508,0,7,508,Sudden,Speed,0.950927405304989
509,0,7,509,Sudden,Speed,0.9207176951764305
510,0,7,510,Sudden,Speed,0.9059408425747079
511,0,7,511,Sudden,Speed,0.9013292787142537
512,0,8,512,Sudden,Speed,0.8388854276729584
513,0,8,513,Sudden,Speed,0.8578803061438272
514,0,8,514,Sudden,Speed,0.8788239333476716
515,0,8,515,Sudden,Speed,0.8850103111286141
516,0,8,516,Sudden,Speed,0.8778473585432628
517,0,8,517,Sudden,Speed,0.8749490925489021
518,0,8,518,Sudden,Speed,0.8906793193733102
519,0,8,519,Sudden,Speed,0.9214751858645586
520,0,8,520,Sudden,Speed,0.9494482377734113
521,0,8,521,Sudden,Speed,0.9582235337346985
522,0,8,522,Sudden,Speed,0.9461850270713156
523,0,8,523,Sudden,Speed,0.9251692745488483
524,0,8,524,Sudden,Speed,0.9088691197281193
525,0,8,525,Sudden,Speed,0.904356623082901
526,0,8,526,Sudden,Speed,0.90803828772656
527,0,8,527,Sudden,Speed,0.9044735203170181
528,0,8,528,Sudden,Speed,0.8771739883873569
529,0,8,529,Sudden,Speed,0.8289919720977224
530,0,8,530,Sudden,Speed,0.7869511557095028
531,0,8,531,Sudden,Speed,0.7798771167430958
532,0,8,532,Sudden,Speed,0.8125564791898958
533,0,8,533,Sudden,Speed,0.8654303886091099
534,0,8,534,Sudden,Speed,0.9168728544206762
535,0,8,535,Sudden,Speed,0.9590826639704555
536,0,8,536,Sudden,Speed,0.9940841869832266
537,0,8,537,Sudden,Speed,1.0247016088004997
