p_id,errors,trial,block,Rotation,Emphasis
641,0.09227804649460031,179,2,Gradual,Accuracy
641,0.06320683189746301,180,2,Gradual,Accuracy
641,0.0932736958264846,181,2,Gradual,Accuracy
641,0.08335977290511136,182,2,Gradual,Accuracy
641,0.010716267598052068,183,2,Gradual,Accuracy
641,0.16839624300066028,184,2,Gradual,Accuracy
641,0.16839624300066028,185,2,Gradual,Accuracy
641,0.0013870990805275798,186,2,Gradual,Accuracy
641,0.15185278315151116,187,2,Gradual,Accuracy
641,0.10307471223256003,188,2,Gradual,Accuracy
641,0.21753193669933116,189,2,Gradual,Accuracy
641,0.005578144245912686,190,2,Gradual,Accuracy
641,0.263070955288348,191,2,Gradual,Accuracy
641,0.263070955288348,192,3,Gradual,Accuracy
641,0.08015216008529928,193,3,Gradual,Accuracy
641,0.007845027341247545,194,3,Gradual,Accuracy
641,0.12674906450140416,195,3,Gradual,Accuracy
641,0.057919857611451915,196,3,Gradual,Accuracy
641,0.002949843951300651,197,3,Gradual,Accuracy
641,0.15223912138237577,198,3,Gradual,Accuracy
641,0.374674060842366,199,3,Gradual,Accuracy
641,0.03082474544660794,200,3,Gradual,Accuracy
641,0.2851065257028365,201,3,Gradual,Accuracy
641,0.2276801893080699,202,3,Gradual,Accuracy
641,0.26502311876017026,203,3,Gradual,Accuracy
641,0.07333884933754024,204,3,Gradual,Accuracy
641,0.8089786974996357,205,3,Gradual,Accuracy
641,0.011999424049764193,206,3,Gradual,Accuracy
641,0.16793118394316583,207,3,Gradual,Accuracy
641,0.17365041681773727,208,3,Gradual,Accuracy
641,0.3102914796998303,209,3,Gradual,Accuracy
641,0.13460694682010008,210,3,Gradual,Accuracy
641,0.3311166903893962,211,3,Gradual,Accuracy
641,0.2134608372712492,212,3,Gradual,Accuracy
641,0.03367191409988949,213,3,Gradual,Accuracy
641,0.014176225810784015,214,3,Gradual,Accuracy
641,0.04639765690963356,215,3,Gradual,Accuracy
641,0.23092395840543473,216,3,Gradual,Accuracy
641,0.23092395840543473,217,3,Gradual,Accuracy
641,0.20101744164934218,218,3,Gradual,Accuracy
641,0.5193693593766012,219,3,Gradual,Accuracy
641,0.5193693593766012,220,3,Gradual,Accuracy
641,0.13043359577548572,221,3,Gradual,Accuracy
641,0.13043359577548572,222,3,Gradual,Accuracy
641,0.06094309754400297,223,3,Gradual,Accuracy
641,0.29880864151689845,224,3,Gradual,Accuracy
641,0.21521204685358575,225,3,Gradual,Accuracy
641,0.0027805395001946794,226,3,Gradual,Accuracy
641,0.10846061967534476,227,3,Gradual,Accuracy
641,0.1899505563411755,228,3,Gradual,Accuracy
641,0.1978191091680514,229,3,Gradual,Accuracy
641,0.0752153377015623,230,3,Gradual,Accuracy
641,0.0752153377015623,231,3,Gradual,Accuracy
641,0.1509058198945796,232,3,Gradual,Accuracy
641,0.10854840560357427,233,3,Gradual,Accuracy
641,0.10854840560357427,234,3,Gradual,Accuracy
641,0.20036883270638092,235,3,Gradual,Accuracy
641,0.20821124747797595,236,3,Gradual,Accuracy
641,0.0616665072105684,237,3,Gradual,Accuracy
641,0.03752425145224964,238,3,Gradual,Accuracy
641,0.03752425145224964,239,3,Gradual,Accuracy
641,0.03695685446576514,240,3,Gradual,Accuracy
641,0.37123002622884654,241,3,Gradual,Accuracy
641,0.37123002622884654,242,3,Gradual,Accuracy
641,0.3949294757771126,243,3,Gradual,Accuracy
641,0.3834431555357272,244,3,Gradual,Accuracy
641,0.14189705460416518,245,3,Gradual,Accuracy
641,0.059407500694507856,246,3,Gradual,Accuracy
641,0.18664154732749655,247,3,Gradual,Accuracy
641,0.12119836173207481,248,3,Gradual,Accuracy
641,0.3411029768120952,249,3,Gradual,Accuracy
641,0.3411029768120952,250,3,Gradual,Accuracy
641,0.10191077980802626,251,3,Gradual,Accuracy
641,0.04601089413351667,252,3,Gradual,Accuracy
641,0.03665952039185057,253,3,Gradual,Accuracy
641,0.03665952039185057,254,3,Gradual,Accuracy
641,0.17336879641541927,255,3,Gradual,Accuracy
641,0.17336879641541927,256,4,Gradual,Accuracy
641,0.12879677759464175,257,4,Gradual,Accuracy
641,0.21933893728977488,258,4,Gradual,Accuracy
641,0.22584607347772023,259,4,Gradual,Accuracy
641,0.5231126677988696,260,4,Gradual,Accuracy
641,0.09226724641952132,261,4,Gradual,Accuracy
641,0.7673573439929912,262,4,Gradual,Accuracy
641,0.01587168299178705,263,4,Gradual,Accuracy
641,0.14011381892748284,264,4,Gradual,Accuracy
641,0.23267294435644445,265,4,Gradual,Accuracy
641,0.23267294435644445,266,4,Gradual,Accuracy
641,0.199213713635214,267,4,Gradual,Accuracy
641,0.3203695517453462,268,4,Gradual,Accuracy
641,0.42455203609823305,269,4,Gradual,Accuracy
641,0.1838148856455834,270,4,Gradual,Accuracy
641,0.1838148856455834,271,4,Gradual,Accuracy
641,0.0437889330698548,272,4,Gradual,Accuracy
641,0.071033972057128,273,4,Gradual,Accuracy
641,0.071033972057128,274,4,Gradual,Accuracy
641,0.006823964432619248,275,4,Gradual,Accuracy
641,0.13691480993382402,276,4,Gradual,Accuracy
641,0.29009178508807554,277,4,Gradual,Accuracy
641,0.05331013836447192,278,4,Gradual,Accuracy
641,0.2397675199530836,279,4,Gradual,Accuracy
641,0.2397675199530836,280,4,Gradual,Accuracy
641,0.5905775578016368,281,4,Gradual,Accuracy
641,0.08733487867283062,282,4,Gradual,Accuracy
641,0.2821532932229005,283,4,Gradual,Accuracy
641,0.184827091474067,284,4,Gradual,Accuracy
641,0.011525036479077279,285,4,Gradual,Accuracy
641,0.08390969314252096,286,4,Gradual,Accuracy
641,0.04680484252907688,287,4,Gradual,Accuracy
641,0.2813305583305578,288,4,Gradual,Accuracy
641,0.2813305583305578,289,4,Gradual,Accuracy
641,0.08074062480323667,290,4,Gradual,Accuracy
641,0.1976395489979774,291,4,Gradual,Accuracy
641,0.07287194499956873,292,4,Gradual,Accuracy
641,0.16509651801554995,293,4,Gradual,Accuracy
641,0.026657572859629625,294,4,Gradual,Accuracy
641,0.03408038039584319,295,4,Gradual,Accuracy
641,0.06242570367135275,296,4,Gradual,Accuracy
641,0.9376205063361689,297,4,Gradual,Accuracy
641,0.016413243088486455,298,4,Gradual,Accuracy
641,0.016413243088486455,299,4,Gradual,Accuracy
641,0.1536026314547077,300,4,Gradual,Accuracy
641,0.1536026314547077,301,4,Gradual,Accuracy
641,0.03198398143154155,302,4,Gradual,Accuracy
641,0.03198398143154155,303,4,Gradual,Accuracy
641,0.23477531329405282,304,4,Gradual,Accuracy
641,0.34389344241156367,305,4,Gradual,Accuracy
641,0.34389344241156367,306,4,Gradual,Accuracy
641,0.17263871416346116,307,4,Gradual,Accuracy
641,0.17263871416346116,308,4,Gradual,Accuracy
641,0.11559597564125101,309,4,Gradual,Accuracy
641,0.11559597564125101,310,4,Gradual,Accuracy
641,0.25052902241169006,311,4,Gradual,Accuracy
641,0.10014307092230812,312,4,Gradual,Accuracy
641,0.11501882033428383,313,4,Gradual,Accuracy
641,0.0718711993043006,314,4,Gradual,Accuracy
641,0.03901449826871348,315,4,Gradual,Accuracy
641,0.15371513094273342,316,4,Gradual,Accuracy
641,0.509588700259087,317,4,Gradual,Accuracy
641,0.509588700259087,318,4,Gradual,Accuracy
641,0.04172084908457077,319,4,Gradual,Accuracy
641,0.04708276976302917,320,5,Gradual,Accuracy
641,0.033159663522586466,321,5,Gradual,Accuracy
641,0.08579569306600719,322,5,Gradual,Accuracy
641,0.19926623053146925,323,5,Gradual,Accuracy
641,0.19926623053146925,324,5,Gradual,Accuracy
641,0.014832039591459829,325,5,Gradual,Accuracy
641,0.10466200442807486,326,5,Gradual,Accuracy
641,0.012086964438968568,327,5,Gradual,Accuracy
641,0.011040696887740733,328,5,Gradual,Accuracy
641,0.011040696887740733,329,5,Gradual,Accuracy
641,1.5591547236349759,330,5,Gradual,Accuracy
641,0.04521554333249905,331,5,Gradual,Accuracy
641,0.04521554333249905,332,5,Gradual,Accuracy
641,0.09238381843789059,333,5,Gradual,Accuracy
641,0.09238381843789059,334,5,Gradual,Accuracy
641,0.0012672479839285935,335,5,Gradual,Accuracy
641,0.0012672479839285935,336,5,Gradual,Accuracy
641,0.2848698320251728,337,5,Gradual,Accuracy
641,0.10154526300227737,338,5,Gradual,Accuracy
641,0.4084888930726277,339,5,Gradual,Accuracy
641,0.17402310995624223,340,5,Gradual,Accuracy
641,0.0668747241586176,341,5,Gradual,Accuracy
641,0.7263769479066403,342,5,Gradual,Accuracy
641,0.27270922108861645,343,5,Gradual,Accuracy
641,0.3546395502142699,344,5,Gradual,Accuracy
641,0.06886671485111436,345,5,Gradual,Accuracy
641,0.18317587942386662,346,5,Gradual,Accuracy
641,0.15543816262561141,347,5,Gradual,Accuracy
641,0.07193483854996775,348,5,Gradual,Accuracy
641,0.07895094558851357,349,5,Gradual,Accuracy
641,0.8030174852950737,350,5,Gradual,Accuracy
641,0.1072190369131555,351,5,Gradual,Accuracy
641,0.13956786626963022,352,5,Gradual,Accuracy
641,0.056925161145209444,353,5,Gradual,Accuracy
641,0.14556084549873435,354,5,Gradual,Accuracy
641,0.14556084549873435,355,5,Gradual,Accuracy
641,0.0801848473013172,356,5,Gradual,Accuracy
641,0.27213765401128187,357,5,Gradual,Accuracy
641,0.27324327475871535,358,5,Gradual,Accuracy
641,0.11780725254541057,359,5,Gradual,Accuracy
641,0.11780725254541057,360,5,Gradual,Accuracy
641,0.05715455627639064,361,5,Gradual,Accuracy
641,0.28970101365016043,362,5,Gradual,Accuracy
641,0.11577415297647586,363,5,Gradual,Accuracy
641,0.11577415297647586,364,5,Gradual,Accuracy
641,0.21181181774967067,365,5,Gradual,Accuracy
641,0.09711314982282923,366,5,Gradual,Accuracy
641,0.21952267361189023,367,5,Gradual,Accuracy
641,0.21952267361189023,368,5,Gradual,Accuracy
641,0.2504121869444609,369,5,Gradual,Accuracy
641,0.021187931415929243,370,5,Gradual,Accuracy
641,0.021187931415929243,371,5,Gradual,Accuracy
641,0.16954429198922102,372,5,Gradual,Accuracy
641,0.06630494950711517,373,5,Gradual,Accuracy
641,0.06630494950711517,374,5,Gradual,Accuracy
641,0.0821755425726307,375,5,Gradual,Accuracy
641,0.0532443094591417,376,5,Gradual,Accuracy
641,0.08844307130350239,377,5,Gradual,Accuracy
641,0.0925898031900832,378,5,Gradual,Accuracy
641,0.0925898031900832,379,5,Gradual,Accuracy
641,0.1987658300676201,380,5,Gradual,Accuracy
641,0.1987658300676201,381,5,Gradual,Accuracy
641,0.2786901919280583,382,5,Gradual,Accuracy
641,0.13601410403199274,383,5,Gradual,Accuracy
641,0.13601410403199274,384,6,Gradual,Accuracy
641,0.04145886615393516,385,6,Gradual,Accuracy
641,0.26897707898071443,386,6,Gradual,Accuracy
641,0.32137737367009295,387,6,Gradual,Accuracy
641,0.32137737367009295,388,6,Gradual,Accuracy
641,0.0315777481387657,389,6,Gradual,Accuracy
641,0.1904414235867377,390,6,Gradual,Accuracy
641,0.06840028495313215,391,6,Gradual,Accuracy
641,0.18929676698550474,392,6,Gradual,Accuracy
641,0.1494103807611923,393,6,Gradual,Accuracy
641,0.13031485600436707,394,6,Gradual,Accuracy
641,0.0023381878685416837,395,6,Gradual,Accuracy
641,0.22497465956185878,396,6,Gradual,Accuracy
641,0.028799023814505272,397,6,Gradual,Accuracy
641,0.311696632073428,398,6,Gradual,Accuracy
641,1.785844473128912,399,6,Gradual,Accuracy
641,0.155896907060027,400,6,Gradual,Accuracy
641,0.155896907060027,401,6,Gradual,Accuracy
641,0.40179432256802433,402,6,Gradual,Accuracy
641,0.1320404422673559,403,6,Gradual,Accuracy
641,1.821264979758621,404,6,Gradual,Accuracy
641,0.13769346534750262,405,6,Gradual,Accuracy
641,0.24016548028540607,406,6,Gradual,Accuracy
641,0.03352129248501519,407,6,Gradual,Accuracy
641,0.1740747194336163,408,6,Gradual,Accuracy
641,0.02589135079785416,409,6,Gradual,Accuracy
641,0.10584430840175488,410,6,Gradual,Accuracy
641,0.15754778986991824,411,6,Gradual,Accuracy
641,0.007283410408383165,412,6,Gradual,Accuracy
641,0.052961605712183064,413,6,Gradual,Accuracy
641,0.025975604335180834,414,6,Gradual,Accuracy
641,0.13250398867543844,415,6,Gradual,Accuracy
641,0.19101511400712795,416,6,Gradual,Accuracy
641,0.032278337930687274,417,6,Gradual,Accuracy
641,0.03499324823852251,418,6,Gradual,Accuracy
641,0.08157822391286214,419,6,Gradual,Accuracy
641,0.2147319583409857,420,6,Gradual,Accuracy
641,0.011273737595908172,421,6,Gradual,Accuracy
641,0.10659373818576696,422,6,Gradual,Accuracy
641,0.12378777963311784,423,6,Gradual,Accuracy
641,0.04574589789936144,424,6,Gradual,Accuracy
641,0.03622536600320397,425,6,Gradual,Accuracy
641,0.171385602779826,426,6,Gradual,Accuracy
641,0.021683416268650894,427,6,Gradual,Accuracy
641,0.20852829670826162,428,6,Gradual,Accuracy
641,0.1728242201547791,429,6,Gradual,Accuracy
641,0.01521211948477427,430,6,Gradual,Accuracy
641,0.0489481526674465,431,6,Gradual,Accuracy
641,0.06503904964539511,432,6,Gradual,Accuracy
641,0.03689231589321323,433,6,Gradual,Accuracy
641,0.13051966491629624,434,6,Gradual,Accuracy
641,0.13051966491629624,435,6,Gradual,Accuracy
641,0.1460493554953966,436,6,Gradual,Accuracy
641,0.1460493554953966,437,6,Gradual,Accuracy
641,0.08707399673968604,438,6,Gradual,Accuracy
641,0.03995365887713438,439,6,Gradual,Accuracy
641,0.03995365887713438,440,6,Gradual,Accuracy
641,0.2458258812240743,441,6,Gradual,Accuracy
641,0.2458258812240743,442,6,Gradual,Accuracy
641,0.012047609854186023,443,6,Gradual,Accuracy
641,0.01004826048088573,444,6,Gradual,Accuracy
641,0.09450875421393928,445,6,Gradual,Accuracy
641,0.1989053724922886,446,6,Gradual,Accuracy
641,0.12591402254649303,447,6,Gradual,Accuracy
642,1.050520153444455,0,0,Sudden,Speed
642,0.8431404943464147,1,0,Sudden,Speed
642,0.9397669403462741,2,0,Sudden,Speed
642,0.05384448061239519,3,0,Sudden,Speed
642,0.6421587570609242,4,0,Sudden,Speed
642,1.4872109451396112,5,0,Sudden,Speed
642,0.17663811536784063,6,0,Sudden,Speed
642,0.17663811536784063,7,0,Sudden,Speed
642,1.2110561948794243,8,0,Sudden,Speed
642,0.01757101579835442,9,0,Sudden,Speed
642,0.5579903638304845,10,0,Sudden,Speed
642,1.3011416442729953,11,0,Sudden,Speed
642,0.7263093162529393,12,0,Sudden,Speed
642,0.7263093162529393,13,0,Sudden,Speed
642,0.39182237842138484,14,0,Sudden,Speed
642,2.1845914381456546,15,0,Sudden,Speed
642,1.081696609537763,16,0,Sudden,Speed
642,0.6706554019100243,17,0,Sudden,Speed
642,0.6706554019100243,18,0,Sudden,Speed
642,1.5640721245871545,19,0,Sudden,Speed
642,0.13151966212490615,20,0,Sudden,Speed
642,0.0118991620346819,21,0,Sudden,Speed
642,1.6585064886971803,22,0,Sudden,Speed
642,1.76871023233496,23,0,Sudden,Speed
642,1.76871023233496,24,0,Sudden,Speed
642,2.5351330771568468,25,0,Sudden,Speed
642,1.4571235731238805,26,0,Sudden,Speed
642,2.3838372168350688,27,0,Sudden,Speed
642,0.6339489747104762,28,0,Sudden,Speed
642,0.7109873437163228,29,0,Sudden,Speed
642,1.6824265325254908,30,0,Sudden,Speed
642,0.04171673377543162,31,0,Sudden,Speed
642,1.6329997124081457,32,0,Sudden,Speed
642,1.6329997124081457,33,0,Sudden,Speed
642,0.003724508427807722,34,0,Sudden,Speed
642,2.113325342545531,35,0,Sudden,Speed
642,0.38085150220651376,36,0,Sudden,Speed
642,1.486859730911009,37,0,Sudden,Speed
642,1.1766785700539695,38,0,Sudden,Speed
642,0.5075392626985933,39,0,Sudden,Speed
642,1.3865505212965563,40,0,Sudden,Speed
642,2.0828904211164843,41,0,Sudden,Speed
642,1.1937018960512602,42,0,Sudden,Speed
642,1.1937018960512602,43,0,Sudden,Speed
642,1.7998398451845348,44,0,Sudden,Speed
642,0.5965295286646607,45,0,Sudden,Speed
642,1.1902899496825319,46,0,Sudden,Speed
642,1.1902899496825319,47,0,Sudden,Speed
642,0.7351917993676321,48,0,Sudden,Speed
642,1.9604076253704268,49,0,Sudden,Speed
642,2.0114863720571696,50,0,Sudden,Speed
642,0.8417524202039567,51,0,Sudden,Speed
642,0.3469103949004559,52,0,Sudden,Speed
642,0.4042229024919336,53,0,Sudden,Speed
642,0.4042229024919336,54,0,Sudden,Speed
642,0.3628726727268572,55,0,Sudden,Speed
642,0.3628726727268572,56,0,Sudden,Speed
642,0.1135922007518716,57,0,Sudden,Speed
642,0.1135922007518716,58,0,Sudden,Speed
642,0.9344062872855001,59,0,Sudden,Speed
642,0.9344062872855001,60,0,Sudden,Speed
642,0.7971136852605212,61,0,Sudden,Speed
642,0.7971136852605212,62,0,Sudden,Speed
642,1.2509196499507338,63,0,Sudden,Speed
642,1.2509196499507338,64,1,Sudden,Speed
642,0.6268713609777293,65,1,Sudden,Speed
642,0.6268713609777293,66,1,Sudden,Speed
642,1.1642780448274421,67,1,Sudden,Speed
642,0.2878785122168888,68,1,Sudden,Speed
642,1.117799615879664,69,1,Sudden,Speed
642,1.2955716481785957,70,1,Sudden,Speed
642,1.7209249110490368,71,1,Sudden,Speed
642,1.7209249110490368,72,1,Sudden,Speed
642,0.39525291487190745,73,1,Sudden,Speed
642,1.7341585032396678,74,1,Sudden,Speed
642,0.7917594007480636,75,1,Sudden,Speed
642,0.5371553242333894,76,1,Sudden,Speed
642,1.371192397579335,77,1,Sudden,Speed
642,1.413478509737268,78,1,Sudden,Speed
642,0.0671034001207884,79,1,Sudden,Speed
642,0.0671034001207884,80,1,Sudden,Speed
642,1.6961790702089865,81,1,Sudden,Speed
642,1.384418007453213,82,1,Sudden,Speed
642,0.6216812706456664,83,1,Sudden,Speed
642,0.6216812706456664,84,1,Sudden,Speed
642,1.8112929482216482,85,1,Sudden,Speed
642,1.8112929482216482,86,1,Sudden,Speed
642,1.5006335486097606,87,1,Sudden,Speed
642,2.0007729403149583,88,1,Sudden,Speed
642,1.4068282724371124,89,1,Sudden,Speed
642,1.2120256565243246,90,1,Sudden,Speed
642,0.2550426975611,91,1,Sudden,Speed
642,0.2550426975611,92,1,Sudden,Speed
642,1.2059617148479354,93,1,Sudden,Speed
642,0.7726555607819848,94,1,Sudden,Speed
642,1.1644402875242423,95,1,Sudden,Speed
642,1.0298764930103588,96,1,Sudden,Speed
